DelineationCode,SampleDate,CFC_ALG,CFC_ALL_EMAP,CFC_ALL_SWAMP,CFC_AQM,CFC_BRS,CFC_HUM,CFC_LTR,CFC_LWD,CFC_OHV,CFC_RCK,CFC_UCB,FL_F,FL_M,FL_N_F,FL_N_M,FL_Q_F,FL_Q_M,MWVM_F,MWVM_M,NFC_DLU,NFC_EFR,NFC_ERN,PBM_E,PBM_S,PBM_V,PCT_BDRK,PCT_BIGR,PCT_CB,PCT_CF,PCT_CF_WT,PCT_CPOM,PCT_DR,PCT_FAST,PCT_FAST_WT,PCT_FN,PCT_GC,PCT_GF,PCT_GL,PCT_GL_WT,PCT_HP,PCT_MAA,PCT_MAP,PCT_MAU,PCT_MCP,PCT_MIAT1,PCT_MIAT1P,PCT_MIATP,PCT_NSA,PCT_OT,PCT_POOL,PCT_POOL_WT,PCT_RA,PCT_RA_WT,PCT_RC,PCT_RI,PCT_RI_WT,PCT_RN,PCT_RN_WT,PCT_RR,PCT_RS,PCT_SA,PCT_SAFN,PCT_SB,PCT_SFGF,PCT_SLOW,PCT_SLOW_WT,PCT_WD,PCT_XB,PWVZ,RBP_CHN,RBP_EPI,RBP_FLW,RBP_PLS,RBP_SED,SB_PP_D10,SB_PP_D25,SB_PP_D50,SB_PP_D75,SB_PP_D90,SB_PT_D10,SB_PT_D25,SB_PT_D50,SB_PT_D75,SB_PT_D90,SINU,SINU_WORKING,Slope_0,Slope_0_5,Slope_1,Slope_2,W1_HALL_EMAP,W1_HALL_SNARL,W1_HALL_SWAMP,W1H_BLDG,W1H_BRDG,W1H_CROP,W1H_LDFL,W1H_LOG,W1H_MINE,W1H_ORVY,W1H_PARK,W1H_PIPE,W1H_PSTR,W1H_PVMT,W1H_PWRL,W1H_ROAD,W1H_TRAL,W1H_VEGM,W1H_WALL,XBEARING,XBKF_H,XC,XCDENBK,XCDENMID,XCM,XCMG,XEMBED,XFC_ALG,XFC_AQM,XFC_BIG,XFC_BRS,XFC_HUM,XFC_LTR,XFC_LWD,XFC_NAT_EMAP,XFC_NAT_SWAMP,XFC_OHV,XFC_RCK,XFC_UCB,XG,XGB,XGH,XGW,XKBF_W,XM,XMIAT,XMIATP,XMW,XPCAN,XPCM,XPCMG,XPGVEG,XPMGVEG,XPMID,XSDGM,XSLOPE,XSPDGM,XSPGM,XWAK,XWDA,XWDEPTH,XWDM,XWDO,XWDR,XWIDTH,XWPH,XWSC,XWSL,XWTB,XWTC,XWTF,XWV_F,XWV_M
520PS0135,7/29/2009,0,5,6,3,9,0,6,2,10,0,2,,,,,0.6,0.01,1.3,0.4,,,,86,9,5,0,33,6,0,0,27,0,50,50,10,27,9,23,23,31,0,0,0,0,41,43,95,40,0,27,27,0,0,1,31,31,19,19,0,0,14,24,0,33,50,50,3,0,12.5,,,,,,0.03,1.03,15.5,31,50,0.03,5,33,5660,5660,1.03,,0,30,50,90,0.33,,1.13,0.33,0,0,0,0,0,0,0,0,0,0,,0,,0.8,0,187,1,38,,89,62,144,15,0,1.4,7.2,9.5,0,2.7,4.5,30.3,34.4,13.6,0,2.7,82,23,72,10,8.3,24,2,2.1,,1,1,1,1,1,1,51.8,0.9,5,,90,0.3,9,18,6.9,34.4,3.1,8.8,167,0.1,1.58,22,71.6,0.41,0.12
520PS0199,8/23/2010,10,6,6,1,9,0,0,5,5,7,0,,,,,117.7,3.33,2.4,0.7,,,,0,100,0,0,76,44,0,0,63,0,66,64,0,13,2,26,26,0,53,52,0,3,26,26,99,69,0,4,4,0,0,0,17,17,49,47,0,0,22,22,19,24,30,30,0,0,31.6,,,,,,1.03,23,100,200,625,1.03,23,100,200,625,1.02,,10,20,90,100,0.14,,0.14,0,0,0,0.14,0,0,0,0,0,0,0,,0,,0,0,253,0.6,31,,7,87,162,6,10,0.5,7.3,4.1,0,0,2.3,13.7,14.2,2.3,5,0,75,12,28,47,27.6,56,1.1,1.1,,0.95,0.95,0.95,1,1,1,48.7,1,48.7,,64,7,35.2,83.5,11,56.2,19.8,,118,0.1,0.5,18.1,64.6,0.86,0.26
520PS0202,6/18/2009,4,6,7,11,8,0,3,7,11,0,7,,,37.2,1.05,,,,,,,,0,9,91,0,1,0,0,0,75,0,90,90,84,1,9,10,10,2,20,21,1,30,0,0,100,21,0,0,0,0,0,0,0,0,90,90,0,0,0,84,0,93,10,10,5,0,,,,,,,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,7,1.02,,40,90,90,90,0.41,,0.41,0,0,0,0,0,0,0,0,0,0,0,,0.41,,0,0,81,0.4,9,,37,29,118,,5.5,32.5,10,10.9,0,1.4,6.8,34.3,68.2,13.4,0,3.2,89,3,83,6,8.3,20,0.3,0.3,,0.64,0.6,0.6,1,1,1,0.1,0.3,0.1,,144,2.4,39.3,79,7.2,15.5,6.1,7.8,308.4,0.1,10.89,21.4,70.5,,
521BTCLBC,8/7/2008,11,5,6,11,1,0,2,0,5,0,6,,,,,49.8,1.41,6.1,1.9,,,,100,0,0,23,40,13,0,0,70,0,32,32,23,4,6,64,64,0,,,,,,,,,1,4,4,0,0,0,26,26,6,6,23,0,30,53,0,59,68,68,0,0,9.1,,,,,,0.03,0.03,1.03,9,110,0.03,1.03,1.03,175,5660,1.03,,0,0,60,90,1.5,,1.5,0,0,0,0,0,0,0,0,0,1.5,0,,0,,0,0,213,0.8,12,,11,24,85,45,5,6.8,2.7,0.5,0,0.9,0,10.2,17.9,7,0,2.7,61,26,5,56,8.5,12,,,,0.64,0.64,0.64,1,1,0.91,8.2,1.4,1.2,,68,0.2,9,16.1,12.75,22.2,2,8.13,111.3,0.1,1.1,18.5,65.3,3.81,1.16
522GSCBSC,9/24/2009,11,5,6,4,11,0,5,0,11,10,0,,,,,0.1,0.003,0.6,0.2,,,,0,100,0,2,85,26,0,0,22,0,30,30,2,53,8,57,57,0,38,38,1,3,24,41,60,45,0,14,14,0,0,0,30,30,0,0,0,2,6,8,4,16,71,71,0,0,71.4,,,,,,9,26,49,76,140,9,26,49,82,142,1.01,,0,0,50,80,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,189,0.4,8,,11,36,92,32,24.8,1.8,13.6,5,0,2.3,0,23.6,27.7,5,13.6,0,56,33,29,27,11.5,28,1.4,2.4,,0.41,0.41,0.41,1,0.95,1,39.2,1.8,35.6,,,0.3,5.1,15.9,9.12,109.8,5.6,7.9,512,0.2,3.65,20.9,69.6,0.1,0.03
523PS0172,8/10/2011,0,5,6,8,8,0,1,6,3,11,0,,,,,0.4,0.01,0.5,0.2,,,,23,36,41,12,85,24,0,0,75,0,49,49,0,20,9,37,37,0,43,43,0,4,0,0,100,43,0,14,14,0,0,0,49,49,0,0,11,1,6,6,25,15,51,51,1,4,30.8,,,,,,5,40,95,300,625,10,45,110,625,5660,1.05,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,273,0.8,38,,84,63,90,20,0,3.6,25.9,7.3,0,0.5,6.4,34.6,38.7,1.4,19.5,0,27,71,10,17,5.3,25,0.3,0.3,,1,1,1,1,0.59,1,142.2,7.5,84,,60,0.2,8.9,16.9,9,24.7,2.2,7.93,222,0.1,0.5,15.6,60.1,0.12,0.04
523PS0222,9/9/2010,8,3,4,5,0,0,2,0,0,9,0,,,,,4.4,0.12,1.2,0.4,,,,0,100,0,47,93,18,0,0,6,0,58,58,0,22,5,41,41,0,36,36,3,4,15,22,70,42,0,0,0,0,0,0,20,20,38,38,0,47,3,3,6,8,41,41,0,0,33.3,,,,,,9,25,48.5,102,245,16,40,625,5660,5660,1.04,,10,40,60,90,0.75,,0.75,0,0,0,0,0,0,0,0,0,0.75,0,,0,,0,0,81,0.4,1,,0,15,51,31,12.7,2.3,5.9,0,0,0.9,0,5.9,9.1,0,5.9,0,36,74,13,23,24.4,14,0.9,1.2,,0.18,0.18,0.18,1,0.91,0.91,453.8,0.9,49.9,,200,0.8,9.1,21.1,10.3,95.6,8.7,8.6,453,0.2,0.11,20.2,68.4,0.44,0.13
523TMCATG,10/5/2009,11,2,2,0,0,0,0,0,0,11,0,,0.06,2.3,0.06,,,,,,,,0,100,0,0,80,19,2,2,16,0,68,68,6,20,10,30,30,0,31,37,6,1,30,31,98,53,0,2,2,0,0,0,66,66,0,0,0,0,4,10,24,20,32,32,0,17,,,,,,,1.03,33,113,560,2500,1.03,33,113,560,2500,1.2,,0,0,0,20,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,77,0.5,0,,1,9,20,33,5,0,17.7,0,0,0,0,17.7,17.7,0,17.7,0,11,86,4,7,15.5,9,1.7,1.8,,0,0,0,1,0.14,0.95,86.7,4.1,86.7,,164,0.5,7.5,21,11.21,89.3,6.7,8.5,97.7,0.1,0.5,15,59,,
526PS0072,8/27/2008,11,7,7,4,11,0,0,4,11,11,1,,0.17,,,6.2,0.17,0.4,0.1,,,,9,0,91,0,70,32,0,0,18,7,51,49,7,11,8,37,34,0,,,,,,,,,0,5,5,3,3,0,21,20,27,26,0,0,15,22,20,30,42,39,0,7,16.7,,,,,,,,82,280,625,1.03,7,82,280,625,1.03,,0,0,40,80,0.48,,0.48,0,0,0,0,0,0,0,0,0,0,0,,0.48,,0,0,312,0.5,28,,32,63,120,36,5,3.6,32.1,5,0,0,1.8,45.7,49.3,8.6,28,2.3,57,51,28,29,12.5,35,,,,1,1,1,1,1,1,37.9,1.7,37.9,,96,1.8,20.3,35.8,2.95,42.9,8.7,8.25,168.2,0.1,2.49,13.3,55.9,0.22,0.07
526PS0072,9/23/2008,11,7,7,11,11,0,0,1,11,11,4,,0.49,,,17.5,0.49,1.1,0.3,,,,0,0,100,2,67,23,0,0,15,7,57,53,13,16,4,32,29,0,,,,,,,,,0,5,5,2,2,0,18,16,37,35,2,0,16,29,21,33,37,34,0,5,18.2,,,,,,,,60,320,625,0.03,1.03,60,625,625,1.01,,20,20,30,70,0.38,,0.38,0,0,0,0,0,0,0,0,0,0,0,,0.38,,0,0,319,0.6,29,,34,63,115,35,8.6,14.1,27.3,6.8,0,0,0.5,48.2,62.3,14.1,25,1.8,52,54,29,23,11.1,34,,,,0.91,0.91,0.91,1,1,1,24,1.9,21.6,,110,1.6,18.1,37.1,8.57,48.1,8.7,8.49,176,0.1,2.23,12.9,55.2,0.65,0.2
526PS0072,9/21/2009,11,6,7,11,11,0,1,0,11,11,11,,0.45,,,16.2,0.45,1,0.3,,,,0,100,0,0,75,26,0,0,28,0,61,61,8,20,9,39,39,1,21,21,0,29,0,0,97,21,0,0,0,0,0,0,60,60,1,1,0,0,9,17,22,26,39,39,0,7,8.3,,,,,,1.03,11,82.5,380,625,1.03,11,80,380,625,1.02,,0,10,60,100,0.7,,0.7,0,0,0,0.2,0,0,0,0,0,0,0,,0.5,,0,0,316,0.3,22,,27,47,98,26,5,6.8,10,5,0,0.5,0,20,27.3,5,5,5,51,55,31,20,12.6,25,0.4,0.4,,1,1,1,1,0.86,1,45.8,1.2,43.7,,90,1.7,19.6,37.4,10.7,44.4,8.7,8.7,184,0.1,1.29,14.5,58.1,0.6,0.18
526PS0072,9/15/2010,11,6,7,10,3,0,3,0,11,11,11,,0.88,,,31.2,0.88,1.2,0.4,,,,0,0,100,0,87,11,0,0,90,0,38,38,0,43,8,62,62,0,65,65,0,26,0,0,2,65,0,0,0,0,0,0,36,36,2,2,0,0,6,6,28,14,62,62,0,5,14.3,,,,,,9,40,40,625,625,9,40,40,625,625,1,,0,10,70,100,0.33,,0.33,0,0,0,0,0,0,0,0,0,0,0,,0.33,,0,0,340,0.8,15,,37,40,89,12,54.5,10,45.4,1.4,0,1.4,0,53.6,65,6.8,36.8,8.6,49,36,33,16,11.7,25,0,0.2,,1,1,1,1,0.91,1,88.1,0.9,88.1,,140,2.1,22.7,42.2,9.06,40.1,9.1,8.43,218,0.1,0.08,15.9,60.7,0.55,0.17
526PS0076,8/26/2008,2,6,7,0,10,0,7,6,11,11,2,,,,,,,1,0.3,,,,0,95,5,0,66,15,8,8,29,0,98,98,2,13,13,0,0,0,,,,,,,,,0,2,2,70,70,0,0,0,20,20,0,0,14,16,26,29,2,2,4,12,25,,,,,,,,130,625,2500,1.03,9,130,625,2500,1.02,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,284,0.4,19,,63,79,143,34,0.9,0,49.8,14.8,0,5,8.2,102.3,107.3,37.7,40.7,0.9,64,35,3,61,8,60,,,,0.81,0.81,0.81,1,1,1,71,6.3,71,,36,0.9,15.6,37.1,3.31,37.2,5.8,7.87,45.2,0,2.32,9.4,48.9,0.45,0.14
526PS0220,8/25/2008,11,7,8,11,8,0,5,8,11,11,1,,,,,38.1,1.07,1.1,0.3,,,,0,0,100,6,81,11,0,0,39,0,37,37,0,12,6,24,24,0,,,,,,,,,0,39,39,7,7,0,4,4,26,26,6,0,13,13,42,19,63,63,0,10,13.3,,,,,,,,625,625,625,1.03,40,625,625,2500,1.02,,0,0,10,80,0.05,,0.05,0.05,0,0,0,0,0,0,0,0,0,0,,0,,0,0,285,0.5,43,,43,85,139,29,5,30.9,25.5,3.6,0,2.3,3.6,34.1,67.3,5,21.4,0.5,54,34,5,49,18.6,42,,,,1,1,1,1,1,1,160.4,1.9,129.2,,75,6.1,39.3,82.6,5.31,39.7,15.6,7.79,119.2,0.1,0.14,9.2,48.6,0.51,0.16
526PS0228,8/28/2008,11,5,5,5,0,0,0,0,11,1,10,,,,,,,,,,,,0,0,100,0,0,0,0,0,100,0,0,0,100,0,0,50,48,0,,,,,,,,,0,50,50,0,0,0,0,0,0,0,0,0,0,100,0,100,100,98,0,0,,,,,,,,,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1.11,,90,100,100,100,0.82,,0.82,0,0,0.33,0.14,0,0,0,0,0,0,0,,0.35,,0,0,149,0.5,0,,0,25,113,,5,5,31.4,0,0,0,0,36.4,41.4,5,0.5,30.9,88,1,88,0,3.3,25,,,,0,0,0,1,1,1,0,0,0,,556,1.2,33.3,53.8,1.66,10.5,3.5,8.24,930,0.5,27,16.5,61.7,,
526PS0344,9/2/2009,10,2,2,11,0,0,0,0,0,0,0,,,,,,,,,,,,100,0,0,0,46,20,0,0,10,0,14,14,30,21,3,84,84,0,14,18,4,69,27,28,96,28,0,2,2,0,0,0,14,14,0,0,0,0,21,51,5,54,86,86,0,0,,,,,,,0.03,0.03,1.03,62,111,0.03,0.03,1.03,62,111,1.04,,0,50,80,90,1.68,,1.68,0,0,0,0,0,0,0,0,0,1.5,0,,0.18,,0,0,146,1,0,,0,0,78,34,8.2,25.9,0,0,0,0,0,0,25.9,0,0,0,78,11,78,0,14.1,0,1.2,1.2,,0,0,0,1,1,0.05,2.7,0.7,2.7,,200,0.3,8,19,6,48.8,3.9,8.5,336,0.2,1.2,22.9,73.2,,
526PS0356,8/11/2009,7,5,5,11,7,0,0,0,11,8,0,,,,,0,0.001,0,0,,,,0,100,0,0,17,6,0,0,66,0,0,0,79,1,2,50,50,0,5,8,3,49,0,0,96,8,0,50,50,0,0,0,0,0,0,0,0,0,3,82,8,84,100,100,0,2,94.1,,,,,,0.03,0.03,0.03,0.03,157,0.03,0.03,0.03,0.03,157,1.14,,100,100,100,100,1.47,,1.47,0,0,0.03,0,0.07,0,0,0,0,1.3,0,,0.07,,0,0,183,0.4,0,,0,85,171,15,13.4,12.3,12.7,3.2,0,0,0,22.7,35,6.8,12.7,0,86,4,86,0,8.1,85,0.3,0.4,,0,0,0,1,1,1,0.2,0,0.2,,90,3.5,50.2,97.1,2.5,13.7,6.9,7.6,171,0.1,12.57,17.7,63.9,0,0
526PS0396,9/1/2009,10,6,7,2,2,0,3,0,10,11,1,,0.007,,,0.2,0.007,0.1,0,,,,9,55,36,0,63,32,0,0,31,0,42,42,11,11,10,53,53,1,35,36,1,3,18,19,98,50,0,5,5,0,0,0,37,37,5,5,0,0,14,25,11,35,58,58,0,9,27.3,,,,,,0.03,1.03,75,190,625,0.03,1.03,70,200,625,1.21,,0,10,10,60,1.5,,1.5,0,0,0,0,0.61,0,0,0,0,0.89,0,,0,,0,0,225,0.3,17,,20,41,111,38,8.2,0.9,40.3,0.9,0,1.4,0,53,55.3,11.8,38,2.3,70,20,51,19,4.2,24,1.2,1.3,,0.86,0.86,0.86,1,1,1,25.2,2.2,23.9,,70,0.5,14.4,34,7.9,23.6,3.4,8.2,138,0.1,1.5,17,62.6,0.03,0.01
526PS0440,9/2/2009,0,5,6,11,11,0,11,2,11,11,0,,,,,10.4,0.29,1.7,0.5,,,,0,100,0,0,61,43,0,0,31,0,67,67,19,7,2,33,33,0,1,1,0,28,0,0,55,1,0,0,0,10,10,0,57,57,0,0,0,0,18,37,10,39,33,33,0,1,20,,,,,,0.03,1.03,68,135,265,0.03,1.03,68,135,265,1.08,,0,0,10,80,1.57,,1.57,0,0,0,0.07,0,0,0,0,0,1.5,0,,0,,0,0,229,0.6,16,,16,36,84,26,0,12.3,22.2,15.9,0,5,2.7,48.6,65.9,10.5,19.5,0,48,37,33,15,18.7,20,0.2,0.3,,1,1,1,1,0.95,1,10.7,2,10.7,,58,0.9,9.5,25.1,6.5,94.7,9,8,125,0.1,7.86,21.5,70.7,0.62,0.19
526PS0472,9/1/2009,0,3,3,11,0,0,0,0,9,0,9,,,,,,,,,,,,9,0,91,0,12,0,0,0,83,0,40,40,57,10,8,0,0,7,3,11,9,81,1,1,99,12,5,60,60,0,0,0,1,1,39,39,0,0,11,68,2,76,60,60,0,0,,,,,,,0.03,0.03,0.03,1.03,25,0.03,0.03,0.03,9,40,1.03,,50,90,100,100,1.41,,1.41,0,0,0,0,0,0,0,0,0.14,0,0,,0.15,,0,1.12,269,0.3,0,,23,15,107,,0,54.3,13.2,0,0,0,0,33.7,88,20.5,0,13.2,92,4,85,7,7.2,15,0.3,0.3,,0,0,0,1,1,0.5,0.4,0.1,0.2,,60,0.8,24.9,48.3,4.4,12.9,3.2,8.4,157,0.1,17.6,20.6,69.1,,
526PS0504,9/2/2009,1,5,5,10,0,0,0,0,5,11,2,,,,,2.9,0.08,1.2,0.4,,,,5,68,27,1,76,39,0,0,32,0,92,92,10,21,2,8,8,0,12,12,0,41,9,15,60,18,0,0,0,0,0,0,57,57,35,35,1,0,12,22,14,24,8,8,0,1,16.7,,,,,,0.03,16,75.5,134,625,0.03,16,73,150,625,1,,0,0,10,20,1.59,,1.68,0,0.09,0,0,0,0,0,0,0,1.5,0,,0.09,,0,0,349,0.3,5,,3,38,118,30,5.2,34.5,24.1,0,0,0,0,28.2,62.7,4.1,23.2,0.9,80,18,60,20,11.4,33,0.4,0.7,,0.27,0.27,0.27,1,1,1,28.3,3,26.9,,60,0.5,8.3,18,9.5,69.9,5.8,8.2,108.8,0.1,1,13.6,56.5,0.46,0.14
526PS0756,8/3/2010,0,3,3,11,0,0,0,0,11,0,1,,,,,,,,,,,,0,100,0,0,0,0,0,0,91,0,0,0,60,0,0,80,80,0,0,19,19,83,0,,0,19,0,20,20,0,0,0,0,0,0,0,0,0,40,100,0,100,100,100,0,0,,,,,,,0.03,0.03,0.03,1.03,1.03,0.03,0.03,0.03,1.03,1.03,1.02,,90,100,100,100,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,35,1,5,,6,12,101,,0,66.1,0.5,0,0,0,0,7.3,73.4,6.8,0,0.5,89,0,88,1,9.9,7,0,,,0.18,0.05,0.05,1,1,0.57,0.1,0,0.1,,164,1.8,43.6,71.5,3.75,9.4,4.1,8.5,269,0.1,3.81,17,62.6,,
526PS0764,8/25/2010,1,7,8,9,10,0,7,5,7,11,2,,,,,1.4,0.03,0.8,0.2,,,,0,91,9,5,92,18,2,2,66,0,90,90,1,7,0,9,9,0,45,44,0,1,0,0,99,44,0,1,1,2,2,0,60,60,26,26,5,0,7,8,28,8,10,10,1,34,18.8,,,,,,40,130,625,2500,2500,40,140,625,2500,2500,1.15,,0,0,0,0,0.21,,0.21,0,0,0,0.07,0,0,0,0,0.14,0,0,,0,,0,0,226,0.9,55,,86,117,194,18,0.5,5.9,57.3,4.5,0,3.2,4.1,65,74.1,3.2,52.3,0.9,77,16,11,66,11,62,0.3,0.3,,1,1,1,1,1,1,400.1,8.5,350,,45,1,17.3,37.1,11.65,31.8,5.5,8.1,68,0,0.54,15.3,59.5,0.14,0.04
526PS0808,8/2/2010,0,4,4,10,0,0,0,0,11,1,9,,,,,3,0.08,0.9,0.3,,,,0,27,73,0,14,8,0,0,70,0,57,57,71,3,4,29,29,11,0,7,7,49,20,31,65,17,0,14,14,0,0,0,19,19,38,38,0,0,0,71,3,75,43,43,0,0,18.2,,,,,,0.03,0.03,0.03,0.03,105,0.03,0.03,0.03,14,5660,,,30,70,70,90,1.14,,1.14,0,0,0,0,0,0,0,0,0,1,0,,0,,0,0.14,,0.3,0,,25,26,114,32,0,18.2,6.8,0,0,0,0,33.6,51.8,26.8,2.3,4.5,88,0,88,0,3.4,26,0.8,1.2,,0.09,0.09,0.09,1,1,1,0.5,1.3,0.1,,200,1.2,37.6,77.8,8.57,8.2,3.1,7.9,333,0.2,6.19,20.9,69.6,0.32,0.1
526PS0948,7/12/2011,6,7,8,7,5,2,6,1,6,0,5,,,,,17.6,0.49,0.8,0.2,,,,77,0,23,0,57,20,0,0,32,0,21,21,24,37,7,32,32,6,5,5,0,9,11,11,99,14,0,47,47,0,0,0,14,14,7,7,0,0,7,31,0,38,79,79,0,0,10.5,,,,,,0.03,0.03,33,51,83,0.03,1.03,34,65,91,1.21,,40,70,90,100,0.9,,0.9,0,0,0,0.05,0,0,0,0,0,0.85,0,,0,,0,0,227,0.5,12,,19,30,105,34,2.7,3.2,11.2,2.3,8.4,2.7,0.5,7.8,13.7,2.7,0,2.3,75,23,71,4,14.6,18,0.7,0.8,,0.55,0.55,0.55,1,0.95,1,7.7,0.3,5.2,,124,2,27.1,55,8.1,27.3,7.4,8.48,85,0,3.83,23,73.4,0.43,0.13
526PS1036,7/13/2011,10,5,6,9,1,0,1,0,1,0,1,,,,,16.9,0.47,2.1,0.6,,,,82,0,18,0,65,29,0,0,28,0,41,41,23,34,6,56,56,2,17,21,4,18,2,2,100,23,0,4,4,0,0,0,21,21,20,20,0,0,5,28,2,34,60,60,0,0,14.3,,,,,,0.03,1.03,37,71,107,0.03,1.03,37,72,108,1.11,,20,80,90,100,0.85,,0.85,0,0,0,0,0,0,0,0,0,0.85,0,,0,,0,0,186,0.3,0,,5,15,106,35,10,9.5,0.5,0.5,0,0.5,0,1.5,11.5,0.5,0,0.5,91,14,68,23,14.6,15,0.5,0.5,,0,0,0,1,1,0.91,8.3,0.3,7.3,,84,1.4,16.8,38.9,7.3,49.4,8.3,8.01,130,0.1,3.42,16.5,61.7,0.89,0.27
526PSCBBL,8/27/2008,0,5,6,9,11,0,1,6,11,11,0,,,,,15.3,0.43,3,0.9,,,,0,100,0,0,78,28,0,0,38,0,100,100,14,26,5,0,0,0,,,,,,,,,1,0,0,0,0,0,0,0,100,100,0,0,1,15,24,20,0,0,2,0,9.1,,,,,,0.03,26,73,210,625,0.03,26,73,210,625,1.01,,0,0,0,0,0.14,,0.14,0,0,0,0.14,0,0,0,0,0,0,0,,0,,0,0,262,0.5,10,,45,23,76,21,0,14.3,47.9,15.2,0,0.5,17.7,76.5,91.3,13.4,30.2,0,53,52,21,32,9.3,13,,,,0.64,0.59,0.59,1,0.91,0.86,32.9,4.7,32.9,,68,0.7,11.1,23.5,2.34,54.1,6,8.27,106.7,0.1,1.89,17,62.6,1.33,0.41
526PSCBBL,9/23/2008,10,6,7,11,6,0,3,11,11,11,0,,,,,10.8,0.3,2.4,0.7,,,,0,100,0,0,74,32,0,0,43,0,93,93,16,24,4,7,7,0,,,,,,,,,0,0,0,24,24,0,69,69,0,0,0,0,2,18,17,22,7,7,4,1,16.7,,,,,,0.03,24,67,157,625,0.03,24,67,157,625,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0.3,14,,43,33,67,7,4.5,43.9,29.3,11.1,0,1.4,20.7,61.1,106.4,20.7,8.6,0,34,63,21,13,6.7,19,,,,0.45,0.45,0.45,1,0.68,1,25.1,,25.1,,62,0.8,13.3,29.5,10.22,45.9,6.1,8.3,101.2,0,1.23,5.6,42.1,1.06,0.32
527PS0388,9/2/2009,3,7,8,10,10,0,3,2,9,8,7,,,,,0.5,0.01,0.7,0.2,,,,23,45,32,3,64,28,0,0,24,0,49,49,11,31,12,46,45,0,22,22,0,18,4,4,92,23,0,3,3,0,0,0,49,49,0,0,3,0,13,24,1,36,49,48,0,1,30.8,,,,,,0.03,1.03,28,66,90,0.03,3,30,70,100,1.43,,5.6,5.6,37.2,89.8,1.69,,1.69,0,0,0,0,0,0,0,0,0,1.23,0,,0.32,,0,0.14,202,0.4,6,,45,39,133,31,1.4,4.5,11.4,6.4,0,1.4,0.9,23.7,29.6,5.9,5.5,5,94,5,59,35,5.6,33,0.4,0.5,,0.41,0.41,0.41,1,1,1,13.4,1.5,11.2,,56,0.2,9.2,18.4,7.23,29.3,2.7,9.4,26.9,0,2.44,13.5,56.3,0.27,0.08
531PS0169,6/11/2009,0,4,4,0,11,1,0,1,11,0,0,,,,,3.3,0.09,0.7,0.2,,,,0,100,0,0,1,0,0,0,30,0,0,0,69,1,0,100,100,0,0,0,0,0,0,0,100,0,3,0,0,0,0,0,0,0,0,0,0,0,0,69,0,69,100,100,28,0,40,,,,,,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,,,,,,,2.57,,3.71,0,0,0,1.5,0,0,1,0,0.07,0,0,,1,,0.14,0,,0.6,26,,75,62,131,,0,0,1,6.8,0.5,0,0.5,35.3,35.3,28,0,0,69,28,15,54,4.2,36,0.3,0.3,,0.91,0.91,0.91,1,1,1,0,,0,,90,1,27.2,54.1,5.54,13.2,3.6,8.2,195,0.1,4.7,20.2,68.4,0.17,0.05
531PS0169,7/6/2009,0,2,3,0,11,0,7,0,11,0,0,,,,,10.8,0.3,0.7,0.2,,,,0,100,0,0,3,1,0,0,95,0,0,0,95,2,0,9,9,0,0,0,0,6,0,0,100,0,1,91,91,0,0,0,0,0,0,0,0,0,1,96,0,96,100,100,0,0,18.2,,,,,,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1,,,,,,1.5,,2.55,0,0,0,1.5,0,0,1.05,0,0,0,0,,0,,0,0,220,0.3,19,,66,69,150,,0,0,0,6.8,0,3.2,0,30,33.2,23.2,0,0,81,16,13,68,4.9,50,0.2,0.2,,0.91,0.91,0.91,1,1,1,0,,0,,100,1.8,41,77,4.37,10.5,4.3,8,93.6,0,,21.2,70.2,0.34,0.1
531PS0365,9/16/2010,11,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,100,0,0,0,0,0,0,7,0,0,0,32,0,27,50,50,0,80,79,2,7,0,0,74,79,0,50,50,0,0,28,0,0,0,0,0,0,13,45,0,72,100,100,0,0,,,,,,,0.03,0.03,1.03,9,9,0.03,0.03,9,5660,5660,,,,,,,3.1,,3.55,0,0,0.55,0,0,0,0.45,0,0,0,0,,1.05,,0,1.5,,2,0,,0,17,110,,21.4,0,0,0,0,0,0,0,0,0,0,0,93,5,88,5,7.2,17,0.3,0.4,,0,0,0,1,1,1,6.6,,0.5,,20,2.3,38.8,73,6.88,14.9,5.8,6.86,66.6,0,8.39,20.8,69.4,,
